,Round
21158, Venture Round - Nanothera Corp 
21159, Private Equity Round - Stepping Stones Home & Care 
21160, Series B - VetCentric 
21161, Venture Round - Lab21 
21162, Convertible Note - GlycoMimetics 
21163, Post-IPO Equity - Endologix 
21164, Venture Round - MediQuest Therapeutics 
21165, Venture Round - IMAT Solutions 
21166, Venture Round - Robertson Global Health Solutions 
21167, Debt Financing - Juvaris BioTherapeutics 
21168, Debt Financing - Bellicum Pharmaceuticals 
21169, Venture Round - Ellipse Technologies 
21170, Seed Round - Imaging3 
21171, Private Equity Round - Quantros 
21172, Series D - AxioMed Spine 
21173, Venture Round - Medical Gas Solutions (MGS) 
21174, Series B - Alere Analytics 
21175, Debt Financing - TRACON Pharmaceuticals 
21176, Debt Financing - Altea Therapeutics 
21177, Debt Financing - Valant 
21178, Venture Round - BodyMedia 
21179, Debt Financing - HealthUnity 
21180, Venture Round - Regenerate 
21181, Series B - Dicerna Pharmaceuticals 
21182, Post-IPO Equity - Echo Therapeutics 
21183, Series A - Care Team Connect 
21184, Seed Round - Advanced Patient Care 
21185, Venture Round - Luminous Medical 
21186, Venture Round - Vessix Vascular 
21187, Venture Round - Accord Biomaterials 
21188, Venture Round - Thermalin 
21189, Venture Round - Patient Engagement Systems 
21190, Venture Round - Vaccine Technologies International 
21191, Seed Round - Aionex 
21192, Seed Round - Enable Healthcare 
21193, Seed Round - MedHab 
21194, Venture Round - Curefab 
21195, Venture Round - WorldHeart 
21196, Post-IPO Equity - Authentidate Holding 
21197, Series D - EarlySense 
21198, Venture Round - Touchstone Health 
21199, Debt Financing - Cahaba Pharmaceuticals 
21200, Series B - Seno Medical Instruments 
21201, Private Equity Round - My Dentist 
21202, Venture Round - SetPoint Medical 
21203, Debt Financing - Claret Medical 
21204, Seed Round - Quantagen Biotech 
21205, Series C - Pearl Therapeutics 
21206, Post-IPO Debt - Ontrak 
21207, Venture Round - Flex Biomedical 
21208, Post-IPO Equity - Mynd Analytics 
21209, Venture Round - Carrot Medical 
21210, Seed Round - Guan Research Labs 
21211, Venture Round - HighRoads 
21212, Venture Round - Fe3 Medical 
21213, Seed Round - iPractice Group 
21214, Venture Round - newMentor 
21215, Post-IPO Debt - Spine Pain Management 
21216, Debt Financing - Spirus Medical 
21217, Debt Financing - Ambit Biosciences 
21218, Series A - ViroXis 
21219, Venture Round - PAS-Analytik 
21220, Series A - NinePoint Medical 
21221, Debt Financing - Seventh Sense Biosystems 
21222, Series B - Intio 
21223, Venture Round - Cerulean Pharma 
21224, Seed Round - Sommer Pharmaceuticals 
21225, Grant - Galenea 
21226, Venture Round - TetraVitae Bioscience 
21227, Series F - ProteinSimple 
21228, Seed Round - OnTrack Imaging 
21229, Debt Financing - CardiOx 
21230, Series A - New Century Hospice 
21231, Series A - Siesta Medical 
21232, Series D - Noxxon Pharma 
21233, Debt Financing - OraMetrix 
21234, Series C - Auspex Pharmaceuticals 
21235, Venture Round - Healthpoint Services Global 
21236, Seed Round - Waypoint Health Innovations 
21237, Series A - Michelson Diagnostics 
21238, Series A - Huiyu Pharmaceutical 
21239, Venture Round - Vertebral Technologies 
21240, Venture Round - Graceway Pharma 
21241, Venture Round - STARR Life Sciences 
21242, Series A - WellnessFX 
21243, Venture Round - Redx Pharma 
21244, Venture Round - New Century Hospice 
21245, Venture Round - Ceptaris Therapeutics 
21246, Venture Round - LaunchCyte 
21247, Seed Round - JDP Therapeutics 
21248, Series D - InfraReDx 
21249, Venture Round - Covenant Surgical Partners 
21250, Post-IPO Equity - CryoLife 
21251, Venture Round - Aegerion Pharmaceuticals 
21252, Series D - TriReme Medical 
21253, Series A - ALung Technologies 
21254, Series A - Tabula Rasa Healthcare (formerly CareKinesis) 
21255, Private Equity Round - Clínica Eugin 
21256, Venture Round - GC Aesthetics 
21257, Angel Round - KYEE 
21258, Venture Round - Envoy Medical 
21259, Seed Round - Endotronix 
21260, Series C - Symetis 
21261, Venture Round - Celon Laboratories 
21262, Venture Round - TRIARQ Health 
21263, Debt Financing - VGo Communications 
21264, Venture Round - Cambridge Endoscopic Devices 
21265, Series A - Halfpenny Technologies 
21266," Venture Round - VisiQuate, Inc. "
21267, Debt Financing - Core Essence Orthopaedics 
21268, Post-IPO Equity - Nuo Therapeutics 
21269, Grant - BrainPort Technologies 
21270, Seed Round - Sharecare 
21271, Venture Round - Fluidnet 
21272, Grant - Profectus Biosciences 
21273, Series C - Pathwork Diagnostics 
21274, Series B - No World Borders 
21275, Venture Round - Medpricer 
21276, Venture Round - NextCare 
21277, Debt Financing - NuScriptRx 
21278, Series A - Convergence Pharmaceuticals 
21279, Debt Financing - Miramar Labs 
21280, Seed Round - MindChild Medical 
21281, Angel Round - CareCloud 
21282, Venture Round - Education Development Center (EDC) 
21283, Seed Round - Neumitra 
21284, Venture Round - Xanitos 
21285, Grant - ProLynx 
21286," Private Equity Round - Careray Digital Medical Technology Co., Ltd. "
21287, Venture Round - Apica Cardiovascular 
21288, Seed Round - Apexian Pharmaceuticals 
21289, Seed Round - Skin Scan 
21290, Venture Round - Agennix 
21291, Venture Round - Infinite Vision Optics 
21292, Debt Financing - Southern Tier Pet Nutrition 
21293, Series A - Respira Therapeutics 
21294, Private Equity Round - MAVIT 
21295, Debt Financing - Specialty Surgical Center 
21296, Venture Round - Health Benefits Direct 
21297, Venture Round - ClearFlow 
21298, Seed Round - Gulf States Cryotherapy 
21299, Venture Round - Acuity Medical International 
21300, Seed Round - Identification Solutions 
21301, Venture Round - Neogenix Oncology 
21302, Venture Round - Anaxsys Technology 
21303, Venture Round - MedPeer 
21304, Seed Round - Biametrics GmbH 
21305, Series A - Acton Pharmaceuticals 
21306, Seed Round - Novira Therapeutics 
21307, Series A - Nuvaira 
21308, Debt Financing - Combinent Biomedical Systems 
21309, Seed Round - Masquemedicos 
21310, Series B - Tobira Therapeutics 
21311, Series D - Phreesia 
21312, Convertible Note - Quinnova Pharmaceuticals 
21313, Seed Round - Metabolomic Discoveries 
21314, Angel Round - TigerConnect 
21315, Series C - Tigris Pharmaceuticals 
21316, Series B - OpGen 
21317, Venture Round - RxEye 
21318, Venture Round - Fe3 Medical 
21319, Venture Round - nanoTherics 
21320, Debt Financing - AssureCare 
21321, Post-IPO Equity - ProUroCare Medical 
21322, Series A - Theravasc 
21323, Venture Round - DecImmune Therapeutics 
21324, Debt Financing - Pharos Innovations 
21325, Venture Round - Ophthonix 
21326, Series C - TetraLogic Pharmaceuticals 
21327, Debt Financing - Cardax Pharma 
21328, Seed Round - Polytouch Medical 
21329, Series A - REACH Health 
21330, Debt Financing - Sente 
21331, Grant - NuvOx Pharma 
21332, Debt Financing - Slate Pharmaceuticals 
21333, Venture Round - Rhythmia Medical 
21334, Venture Round - Next Safety 
21335, Series D - Cylene Pharmaceuticals 
21336, Series A - OyaGen 
21337, Post-IPO Equity - Cascadian Therapeutics 
21338, Series B - CytomX Therapeutics 
21339, Debt Financing - Hearing Health Science 
21340, Series A - Nora Therapeutics 
21341, Debt Financing - Glaukos 
21342, Venture Round - Premier Healthcare Exchange 
21343, Debt Financing - Telecardia 
21344, Venture Round - Arsanis 
21345, Venture Round - Dormir 
21346, Venture Round - Remedy Pharmaceuticals 
21347, Debt Financing - Aevi Genomic Medicine 
21348, Series B - Watermark Medical 
21349, Seed Round - AZ West Endoscopy Center 
21350, Debt Financing - Argos Therapeutics 
21351, Series C - Boston Heart Diagnostics 
21352, Venture Round - Observe Medical 
21353, Debt Financing - AcelRx Pharmaceuticals 
21354, Venture Round - Sadra Medical 
21355, Post-IPO Equity - Anthera Pharmaceuticals 
21356, Post-IPO Debt - Alere 
21357, Venture Round - Orthocare Innovations 
21358, Debt Financing - Arch Therapeutics 
21359, Venture Round - Inspire 
21360, Series A - Yidian 
21361, Series B - Eddingpharm (Cayman) 
21362, Private Equity Round - Interhealth 
21363, Seed Round - Unveil 
21364, Seed Round - Protagenic Therapeutics 
21365, Venture Round - MicroTransponder 
21366, Seed Round - Imricor Medical Systems 
21367, Post-IPO Debt - Aethlon Medical 
21368, Private Equity Round - CardioMEMS 
21369, Venture Round - Pathway Medical Technologies 
21370, Series A - SonarMed 
21371, Angel Round - ShengNuo Biology 
21372, Venture Round - FST Life Sciences 
21373, Venture Round - Treasure Valley Urology Services 
21374, Seed Round - Northwest Urological Service 
21375, Debt Financing - Medicalis 
21376, Venture Round - Five Prime Therapeutics 
21377, Venture Round - InstaMed 
21378, Venture Round - Invitae 
21379, Venture Round - Medley Health 
21380, Debt Financing - Dgimed Ortho 
21381, Angel Round - InControl Medical 
21382, Post-IPO Equity - Addex Therapeutics 
21383, Grant - Applied Genetics Technologies Corporation 
21384, Venture Round - zahnarztzentrum.ch 
21385, Venture Round - ShopWell 
21386, Series D - Tryton Medical 
21387, Venture Round - CloSys 
21388, Debt Financing - Healthpoint Services Global 
21389, Series C - Nfocus Neuromedical 
21390, Series B - Relypsa 
21391, Seed Round - HemoShear Therapeutics 
21392, Series C - Kareo 
21393, Series A - Good Start Genetics 
21394, Post-IPO Equity - Guided Therapeutics 
21395, Series B - Fitbit 
21396, Venture Round - Rx Systems PF 
21397, Series C - Brightease 
21398, Series A - CellAegis Devices 
21399, Venture Round - CV Ingenuity 
21400, Series A - Zyngenia 
21401, Venture Round - Microvisk Technologies 
21402, Series A - Motus Therapeutics 
21403, Debt Financing - MedPro 
21404, Grant - MindMaze 
21405, Venture Round - Truevision 
21406, Debt Financing - Intarcia Therapeutics 
21407, Venture Round - BioExx Specialty Proteins 
21408, Series A - Alethia BioTherapeutics 
21409, Grant - Aeon Scientific 
21410, Debt Financing - Dilon Technologies 
21411, Venture Round - Viracor-IBT Laboratories 
21412, Debt Financing - SuperDimension 
21413, Seed Round - ChartITright 
21414, Series A - Rapidscan Pharma Solutions 
21415, Debt Financing - KIP Biotech 
21416, Debt Financing - Medrobotics 
21417, Debt Financing - Sequel Pharmaceuticals 
21418, Private Equity Round - SINTX Technologies 
21419, Venture Round - iMedX 
21420, Venture Round - Integrated Medical Partners 
21421, Venture Round - Crystal Clear Vision 
21422, Venture Round - Gliknik 
21423, Venture Round - Spinal Ventures 
21424, Venture Round - Motionsoft 
21425, Venture Round - ANTERIOS 
21426, Debt Financing - Luminous Medical 
21427, Venture Round - Knopp Biosciences 
21428, Venture Round - Otonomy 
21429, Venture Round - Second Sight 
21430, Series A - Withings 
21431, Debt Financing - Intellijoint Surgical 
21432, Series A - Technology for Social Impact 
21433, Seed Round - SantéPhone 
21434, Grant - VisionQuest Biomedical 
21435, Non Equity Assistance - Viriom 
21436, Seed Round - Lumafit 
21437, Series A - Phagenesis 
21438, Private Equity Round - MedExpress Urgent Care 
21439, Venture Round - Cebix 
21440, Debt Financing - Aerie Pharmaceuticals 
21441, Venture Round - Niiki Pharma 
21442, Debt Financing - 24 Mantra Organic 
21443, Venture Round - Crystallon 
21444, Venture Round - B-by-c 
21445, Venture Round - Providence Surgery Centers 
21446, Venture Round - Hygea Holdings 
21447, Series A - Aura Biosciences 
21448, Series D - Celator Pharmaceuticals 
21449, Seed Round - Scopis 
21450, Venture Round - Phenox 
21451, Venture Round - LUBB-TEX 
21452, Venture Round - Fort Sanders West 
21453, Series B - ClearCount Medical Solutions 
21454, Private Equity Round - Memorial Health Group 
21455, Seed Round - Fresh Coast Lithotripsy 
21456, Post-IPO Equity - Dextera Surgical 
21457, Series B - Otonomy 
21458, Series F - EndoGastric Solutions 
21459, Series B - SI-BONE 
21460, Series A - MapMyFitness 
21461, Series A - Lineagen 
21462, Debt Financing - Sabal Medical 
21463, Venture Round - Endocyte 
21464, Series A - Aptus Endosystems 
21465, Series B - Bosheng Medical 
21466, Venture Round - RxSight 
21467, Venture Round - Femasys 
21468, Venture Round - AIMEDICS 
21469, Post-IPO Equity - Medical Connections 
21470, Series C - Wavemark 
21471, Venture Round - Clearwave 
21472, Debt Financing - TechniScan 
21473, Venture Round - BioDtech 
21474, Series C - ViewRay 
21475, Venture Round - NKT Therapeutics 
21476, Venture Round - Edison Pharmaceuticals 
21477, Funding Round - Leroy International 
21478, Series C - Respicardia 
21479, Series A - Acta Vascular Systems 
21480, Venture Round - Airstrip Technologies 
21481, Seed Round - Hydrocapsule 
21482, Venture Round - Dr. TATTOFF 
21483, Venture Round - Crystal IS 
21484, Series B - Taligen Therapeutics 
21485, Series A - 99times.cn 
21486, Seed Round - Kewl Innovations 
21487, Venture Round - ContraFect 
21488, Series B - Health Market Science 
21489, Venture Round - Eubios Therapeutica Private Limited 
21490, Seed Round - Avenu Medical 
21491, Series A - Lab21 
21492, Venture Round - SomaLogic 
21493, Venture Round - PatientsLikeMe 
21494, Venture Round - Quantason 
21495, Venture Round - RedBrick Health 
21496, Series E - Complete Genomics 
21497, Funding Round - ClinTec International 
21498, Venture Round - RyMed Technologies 
21499, Series A - Swift Biosciences 
21500, Debt Financing - nContact Surgical 
21501, Venture Round - 1-800-DENTIST 
21502, Series B - Nephera 
21503, Non Equity Assistance - Ovna Medical 
21504, Post-IPO Equity - Achillion Pharmaceuticals 
21505, Venture Round - NeuroVista 
21506, Venture Round - Advanced Surgical Concepts 
21507, Venture Round - Cyprotex 
21508, Seed Round - Formae 
21509, Series B - SENSIMED 
21510, Venture Round - Chamelic 
21511, Venture Round - Bio-Intervention Specialists 
21512, Series A - ShapeUp 
21513, Debt Financing - Medisync 
21514, Venture Round - SmartPill 
21515, Series B - Metamark Genetics 
21516, Series B - Healthsense 
21517, Venture Round - EndoBiologics International 
21518, Debt Financing - Millennium Health 
21519, Seed Round - U.S. Stem Cell 
21520, Series B - Biocept 
21521, Venture Round - C4 Imaging 
21522, Venture Round - Alvos Therapeutic 
21523, Venture Round - Pulse Therapeutics 
21524, Series A - Axikin Pharmaceuticals 
21525, Debt Financing - Arsenal Medical 
21526, Post-IPO Equity - Bioheart 
21527, Venture Round - Nuon Therapeutics 
21528, Series C - TriVascular 
21529, Series D - Ventus Medical 
21530, Venture Round - iScience Interventional 
21531, Venture Round - American Biosurgical 
21532, Series A - Televero Health 
21533, Post-IPO Equity - AEOLUS PHARMACEUTICALS 
21534, Venture Round - TransEngen 
21535, Series B - Netpulse 
21536, Series C - TetraLogic Pharmaceuticals 
21537, Seed Round - East Central Mental Health 
21538, Post-IPO Equity - Addus HealthCare 
21539, Debt Financing - Apogee Informatics 
21540, Series A - Quincy Bioscience 
21541, Venture Round - Exogenesis 
21542, Venture Round - Epinex Diagnostics 
21543, Grant - Beactica AB 
21544, Post-IPO Equity - AEOLUS PHARMACEUTICALS 
21545, Series A - Activate Networks 
21546, Venture Round - North Dallas Surgical Center 
21547, Seed Round - Orion Modern 
21548, Venture Round - Medaxion 
21549, Seed Round - MetaModix 
21550, Debt Financing - InspireMD 
21551, Venture Round - BioDigital 
21552, Series B - Dicerna Pharmaceuticals 
21553, Venture Round - ProMed 
21554, Venture Round - Bespoke Innovations 
21555, Series B - Renewal Technologies 
21556, Venture Round - Embrace Scar Therapy 
21557, Venture Round - Enhanced Medical Decisions 
21558, Funding Round - Orthos 
21559, Post-IPO Equity - Fibrocell Science 
21560, Venture Round - Ikonisys 
21561, Venture Round - Tenaxis Medical 
21562, Venture Round - Hua Medicine 
21563, Post-IPO Equity - CTI BioPharma 
21564, Venture Round - CareView Communications 
21565, Series D - Phreesia 
21566, Seed Round - Surgery Center of Beaufort 
21567, Post-IPO Equity - SpectraScience 
21568, Seed Round - LeukoDx 
21569, Series B - Explorys 
21570, Venture Round - Cardioxyl Pharmaceuticals 
21571, Venture Round - Navix Diagnostix 
