node,country,continent,industry,bipartite,id,deg_max,deg_min,deg_median,voterank_max,voterank_min,voterank_median,clustering_max,clustering_min,clustering_median,harmonic_centrality_max,harmonic_centrality_min,harmonic_centrality_median,closeness_centrality_max,closeness_centrality_min,closeness_centrality_median,newman_betweenness_centrality_max,newman_betweenness_centrality_min,newman_betweenness_centrality_median,pagerank_max,pagerank_min,pagerank_median,betweenness_centrality_max,betweenness_centrality_min,betweenness_centrality_median,eigenvector_centrality_max,eigenvector_centrality_min,eigenvector_centrality_median,average_neighbor_degree_max,average_neighbor_degree_min,average_neighbor_degree_median,num_inv,deg_org,voterank_org,clustering_org,core_number_org,harmonic_centrality_org,closeness_centrality_org,newman_betweenness_centrality_org,pagerank_org,eigenvector_centrality_org,average_neighbor_degree_org
GENECAST,South Korea,Asia,Disease Diagnosis,1,29684,11.0,5.0,8.0,8567.0,1306.0,4936.5,0.333333333,0.090909091,0.212121212,2507.225,2276.483333,2391.8541665000002,0.192793715,0.175876115,0.184334915,0.000332543,1.35e-05,0.0001730215,0.000107569,4.55e-05,7.65345e-05,0.000278806,9.14e-06,0.00014397299999999999,9.06e-06,8.1e-07,4.935e-06,10.2,8.363636364,9.281818181999999,2,10.0,,0.644444444,10.0,3235.358333,0.260354492,1.67e-05,4.23e-05,5.03e-05,52.2
Annabella,Israel,Asia,Medical Devices & Equipment,1,29688,2.0,2.0,2.0,5557.0,5557.0,5557.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.96e-05,7.96e-05,7.96e-05,0.0,0.0,0.0,2.58e-30,2.58e-30,2.58e-30,1.0,1.0,1.0,1,26.0,,1.0,26.0,3338.4,0.267683326,0.0,7.13e-05,2.93e-05,48.53846154
Cybrexa Therapeutics,United States,North America,Biotechnology,1,29700,137.0,14.0,75.5,2377.0,172.0,1274.5,0.348484848,0.14803759,0.248261219,3903.328571,3259.969048,3581.6488095,0.284818594,0.245031622,0.264925108,0.003625922,6.41e-05,0.0018450110000000001,0.000440231,6.24e-05,0.0002513155,0.003642118,4.45e-05,0.001843309,0.021390741,0.001335884,0.0113633125,137.5109489,109.6428571,123.57690299999999,3,50.0,4338.0,0.886530612,47.0,3601.654762,0.286086371,1.22e-05,6.89e-05,0.000324327,83.78
Tongli Bio,China,Asia,Drug Development,1,29702,22.0,22.0,22.0,2077.0,2077.0,2077.0,0.294736842,0.294736842,0.294736842,3414.05,3414.05,3414.05,0.255680132,0.255680132,0.255680132,0.000579317,0.000579317,0.000579317,0.0001165,0.0001165,0.0001165,0.000523398,0.000523398,0.000523398,0.002250412,0.002250412,0.002250412,129.7272727,129.7272727,129.7272727,1,9.0,8316.0,1.0,9.0,3349.691667,0.268651089,0.0,2.66e-05,0.000124033,114.1111111
LightForce Orthodontics,United States,North America,Dental Products & Services,1,29704,7.0,7.0,7.0,10407.0,10407.0,10407.0,0.095238095,0.095238095,0.095238095,2724.803571,2724.803571,2724.803571,0.207545792,0.207545792,0.207545792,0.000687274,0.000687274,0.000687274,7.42e-05,7.42e-05,7.42e-05,0.000654262,0.000654262,0.000654262,2.49e-05,2.49e-05,2.49e-05,40.28571429,40.28571429,40.28571429,1,50.0,1598.0,1.0,50.0,3418.045238,0.271966035,0.0,8.23e-05,5.61e-05,66.58
BioAesthetics,United States,North America,Medical Devices & Equipment,1,29705,41.0,7.0,24.0,3244.0,360.0,1802.0,0.7,0.083670715,0.3918353575,3176.733333,2820.621429,2998.677381,0.239671307,0.214872685,0.227271996,0.001061762,3.33e-06,0.000532546,0.000238049,4.1e-05,0.0001395245,0.000912716,2.04e-06,0.00045737800000000004,0.000431169,0.000104748,0.0002679585,30.85714286,28.46341463,29.660278745,3,57.0,1204.0,0.724310777,45.0,3314.567857,0.263100194,9.66e-05,0.000100133,2.17e-05,58.28070175
Deepcell,United States,North America,Disease Diagnosis,1,29711,52.0,52.0,52.0,1692.0,1692.0,1692.0,0.181749623,0.181749623,0.181749623,3616.988095,3616.988095,3616.988095,0.268233624,0.268233624,0.268233624,0.00063666,0.00063666,0.00063666,0.000168263,0.000168263,0.000168263,0.000628237,0.000628237,0.000628237,0.005118706,0.005118706,0.005118706,119.4230769,119.4230769,119.4230769,1,6.0,,1.0,6.0,3334.861905,0.269033199,0.0,2.09e-05,5.17e-05,87.83333333
Levitas,United States,North America,Biotechnology,1,29713,43.0,43.0,43.0,1051.0,1051.0,1051.0,0.218161683,0.218161683,0.218161683,3493.916667,3493.916667,3493.916667,0.260402174,0.260402174,0.260402174,0.000185615,0.000185615,0.000185615,0.000137248,0.000137248,0.000137248,0.000167491,0.000167491,0.000167491,0.004836315,0.004836315,0.004836315,112.9069767,112.9069767,112.9069767,1,12.0,8430.0,1.0,12.0,3468.247619,0.278154188,0.0,2.93e-05,0.000260564,123.4166667
Player's Health,United States,North America,Mobile Software & Services,1,29716,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,
GlucoGear,Brazil,South America,Mobile Software & Services,1,29718,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,
Lilac Insights,India,Asia,Biotechnology,1,29720,1.0,1.0,1.0,,,,0.0,0.0,0.0,2707.295238,2707.295238,2707.295238,0.206567501,0.206567501,0.206567501,0.0,0.0,0.0,1.49e-05,1.49e-05,1.49e-05,0.0,0.0,0.0,6.11e-05,6.11e-05,6.11e-05,129.0,129.0,129.0,1,1.0,,0.0,1.0,2681.885714,0.219154093,0.0,1.47e-05,1.02e-06,23.0
PredictImmune,United Kingdom,Europe,Disease Diagnosis,1,29723,37.0,26.0,31.0,1196.0,353.0,457.0,0.202702703,0.178461538,0.195698925,3241.914286,2830.386905,3036.370238,0.244234412,0.214679234,0.229306519,0.001246777,0.000321703,0.00066939,0.000216788,0.000139412,0.000195281,0.001152612,0.000231217,0.00062301,0.000819013,8.81e-05,0.000362242,55.92307692,19.12903226,27.94594595,3,18.0,,0.45751634,15.0,3314.247619,0.26595201,2.02e-05,4.95e-05,4.96e-05,53.5
Elevian,United States,North America,Drug Development,1,29726,24.0,5.0,8.0,10547.0,1341.0,2538.0,0.7,0.181818182,0.5305555555,3406.061905,2228.89246,2539.666667,0.255173149,0.172192963,0.195123015,0.000454718,2.21e-05,7.658799999999999e-05,0.000101953,4.9e-05,7.26e-05,0.000469693,1.9e-05,7.4342e-05,0.002688043,1.69e-06,2.12e-05,138.5416667,7.555555556,11.2,6,11.0,5181.0,0.236363636,7.0,3454.692857,0.277479056,0.000418557,6.51e-05,0.000120277,78.81818182
SiDx,United States,North America,Medical Facilities & Services,1,29729,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,
Antag Therapeutics,Denmark,Europe,Drug Development,1,29734,25.0,25.0,25.0,1862.0,1862.0,1862.0,0.193333333,0.193333333,0.193333333,3284.503571,3284.503571,3284.503571,0.246769382,0.246769382,0.246769382,0.000831941,0.000831941,0.000831941,0.000143803,0.000143803,0.000143803,0.000778354,0.000778354,0.000778354,0.001233969,0.001233969,0.001233969,79.88,79.88,79.88,1,19.0,8577.0,1.0,19.0,3344.890476,0.26833926,0.0,4.3e-05,8.36e-05,66.84210526
Cage Pharmaceuticals,United States,North America,Drug Development,1,29735,107.0,107.0,107.0,659.0,659.0,659.0,0.258791209,0.258791209,0.258791209,3755.840476,3755.840476,3755.840476,0.273620023,0.273620023,0.273620023,0.000513858,0.000513858,0.000513858,0.000237524,0.000237524,0.000237524,0.000496054,0.000496054,0.000496054,0.025901338,0.025901338,0.025901338,183.1869159,183.1869159,183.1869159,2,9.0,,1.0,9.0,3200.016667,0.257857102,0.0,2.96e-05,3.62e-05,44.77777778
UXN,South Korea,Asia,Medical Devices & Equipment,1,29747,12.0,7.0,9.5,4880.0,1033.0,2956.5,0.523809524,0.266666667,0.3952380955,2187.851984,2121.055556,2154.45377,0.169192397,0.164139884,0.1666661405,1.21e-05,5.56e-06,8.83e-06,0.000102323,6.71e-05,8.47115e-05,8.28e-06,1.86e-06,5.070000000000001e-06,7.09e-07,3.67e-07,5.38e-07,11.28571429,8.833333333,10.0595238115,2,4.0,,0.666666667,4.0,2587.39881,0.21122053,7.11e-09,2.76e-05,4.87e-07,19.25
Keyin Technology,China,Asia,Medical Devices & Equipment,1,29753,6.0,3.0,4.5,7341.0,2179.0,4760.0,0.266666667,0.0,0.1333333335,2301.892063,1865.284524,2083.5882935,0.177804708,0.145593271,0.1616989895,0.000383972,0.0,0.000191986,9.31e-05,4.48e-05,6.895e-05,0.000383972,0.0,0.000191986,1.88e-06,1.28e-08,9.464e-07,8.333333333,3.0,5.6666666665,2,3.0,,1.0,3.0,2703.057143,0.220463779,0.0,2.51e-05,1.86e-06,18.66666667
Kyra Medical,United States,North America,Medical Equipment & Supplies,1,29763,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,
Apollo Medical Devices,United States,North America,Medical Devices & Equipment,1,29764,83.0,49.0,66.0,198.0,96.0,147.0,0.124884366,0.077160494,0.10102243,3095.722619,3049.802381,3072.7625,0.232329244,0.230120101,0.2312246725,0.003126482,0.001534028,0.002330255,0.000621814,0.000354201,0.0004880075,0.003157353,0.001365648,0.0022615005,0.00042855,0.00024398,0.000336265,21.32653061,16.90361446,19.115072535,2,206.0,6286.0,0.584134502,135.0,4196.82381,0.324594221,0.000131693,0.000138936,0.006188974,209.8252427
DAO Labs,United States,North America,Drug Manufacturing,1,29765,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,
O2X,United States,North America,Health & Wellness (non-internet/mobile)…,1,29768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,
OmniActive Health Technologies,India,Asia,Drug Manufacturing,1,29771,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2.0,6399.0,1.0,2.0,2.0,0.000168294,0.0,8.41e-05,5.72e-45,2.0
Frontier Biotechnologies,China,Asia,Drug Discovery,1,29778,26.0,2.0,10.0,2666.0,499.0,1582.5,1.0,0.132307692,0.428571429,2842.382143,2206.412302,2500.69881,0.215569712,0.170613045,0.192076602,0.001016729,0.0,2.85e-05,0.000253499,2.81e-05,8.1e-05,0.000957039,0.0,1.79e-05,8.69e-05,6.9e-07,1.5e-05,18.46153846,12.5,18.0,3,10.0,8320.0,0.688888889,8.0,2883.989286,0.233225234,2.61e-06,4.9e-05,7.53e-06,37.4
Yostra Labs,India,Asia,Medical Devices & Equipment,1,29779,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,17.0,6160.0,1.0,17.0,19.5,0.001508408,0.0,8.86e-05,7.87e-28,17.29411765
Veracity Innovations,United States,North America,Internet Software & Services,1,29786,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,
MatriSys Bioscience,United States,North America,Biotechnology,1,29790,100.0,100.0,100.0,101.0,101.0,101.0,0.114664422,0.114664422,0.114664422,3581.57381,3581.57381,3581.57381,0.264531496,0.264531496,0.264531496,0.003108341,0.003108341,0.003108341,0.000429172,0.000429172,0.000429172,0.002988229,0.002988229,0.002988229,0.00343092,0.00343092,0.00343092,54.63,54.63,54.63,1,26.0,,1.0,26.0,3578.011905,0.285114141,0.0,4.78e-05,0.000487796,109.0769231
HepaRegeniX,Germany,Europe,Biotechnology,1,29792,120.0,25.0,82.5,1862.0,74.0,262.0,0.193333333,0.049267399,0.11638930750000001,3488.440476,3284.179762,3356.920833,0.25884746,0.244935386,0.2514873535,0.00596794,0.000831941,0.0023262359999999998,0.000773009,0.000143803,0.00040111249999999997,0.005829438,0.000778354,0.002351371,0.003166829,0.000959583,0.0017057685,79.88,24.70093458,53.268678165,4,88.0,704.0,0.406739812,45.0,3624.361905,0.28806681,0.000241516,0.000140345,0.000259025,70.56818182
Recode Therapeutics,United States,North America,Biotechnology,1,29804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,
Vir Biotechnology,United States,North America,Biotechnology,1,29806,617.0,13.0,45.0,5367.0,5.0,353.5,0.441666667,0.083119324,0.183823529,4496.37619,3286.804762,3588.428571,0.318848519,0.247515228,0.266461621,0.011925534,1.13e-05,0.000583072,0.001448866,5.05e-05,0.000153556,0.013207985,8.21e-06,0.000499477,0.089886953,0.001220443,0.00707949,168.3888889,81.7804878,116.1555916,9,125.0,1100.0,0.336,72.0,4249.752381,0.33214919,0.000179581,0.000135445,0.004269423,170.792
CiVi Biopharma,United States,North America,Biotechnology,1,29809,45.0,45.0,45.0,3223.0,3223.0,3223.0,0.34551495,0.34551495,0.34551495,3622.759524,3622.759524,3622.759524,0.268446783,0.268446783,0.268446783,0.000113258,0.000113258,0.000113258,0.000122758,0.000122758,0.000122758,0.000101913,0.000101913,0.000101913,0.008496592,0.008496592,0.008496592,182.0222222,182.0222222,182.0222222,1,7.0,,1.0,7.0,3531.82619,0.283220211,0.0,1.79e-05,0.000321775,233.1428571
Slayback Pharma,United States,North America,Drug Development,1,29811,31.0,31.0,31.0,2110.0,2110.0,2110.0,0.296774194,0.296774194,0.296774194,3490.521429,3490.521429,3490.521429,0.258963212,0.258963212,0.258963212,0.000218186,0.000218186,0.000218186,9.58e-05,9.58e-05,9.58e-05,0.000204057,0.000204057,0.000204057,0.005270895,0.005270895,0.005270895,167.7419355,167.7419355,167.7419355,1,14.0,,1.0,14.0,3534.904762,0.281374105,0.0,2.98e-05,0.000506332,127.8571429
Exuma Biotech,United States,North America,Biotechnology,1,29812,4.0,2.0,4.0,4110.0,2653.0,3381.5,1.0,1.0,1.0,2.0,2.0,2.0,0.000159299,0.000159299,0.000159299,0.0,0.0,0.0,8.84e-05,6.21e-05,8.84e-05,0.0,0.0,0.0,3.21e-26,2.35e-26,3.21e-26,4.0,2.5,2.5,3,1.0,,0.0,1.0,2936.169048,0.238437001,0.0,1.37e-05,1e-05,51.0
Wingbrush,Germany,Europe,Dental Products & Services,1,29814,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,20.0,6222.0,1.0,20.0,3140.004762,0.252389548,0.0,6.22e-05,2.08e-05,36.9
Virtual Health Partners,United States,North America,Internet Software & Services,1,29815,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,
Dauntless 2,United States,North America,Drug Development,1,29817,265.0,265.0,265.0,94.0,94.0,94.0,0.137307033,0.137307033,0.137307033,4136.440476,4136.440476,4136.440476,0.299496169,0.299496169,0.299496169,0.002878863,0.002878863,0.002878863,0.000664794,0.000664794,0.000664794,0.003111006,0.003111006,0.003111006,0.039018106,0.039018106,0.039018106,132.4,132.4,132.4,1,38.0,,1.0,38.0,3886.178571,0.307697272,0.0,4.15e-05,0.002289948,246.3684211
ReThink Medical,United States,North America,Medical Devices & Equipment,1,29822,109.0,26.0,72.0,1713.0,186.0,386.0,0.188405797,0.093114241,0.138070887,3788.469048,3242.683333,3412.22381,0.278986968,0.244072652,0.254668173,0.002201776,0.000229604,0.001007742,0.000326909,0.000107519,0.000320739,0.002119013,0.000214842,0.000993777,0.010564135,0.001031054,0.001353663,107.559633,41.19444444,63.46153846,3,39.0,4983.0,0.488529015,29.0,3832.909524,0.302780779,6.1e-05,6.2e-05,0.000615802,112.2307692
Eternygen,Germany,Europe,Drug Development,1,29823,63.0,14.0,21.5,10687.0,305.0,5665.5,0.333333333,0.129230769,0.2164775115,3394.961905,3110.34881,3188.9571425,0.252912444,0.234907464,0.2405245915,0.001196765,8.99e-05,0.000642604,0.000260841,7.1e-05,0.000105533,0.001186377,7.87e-05,0.000628816,0.003033733,0.000556294,0.0010927139999999998,79.26666667,63.79365079,65.0,4,25.0,3602.0,0.326666667,18.0,3592.664286,0.287891432,0.000148369,6.4e-05,0.000212989,70.08
Supercraft3D,Singapore,Asia,Medical Devices & Equipment,1,29827,19.0,19.0,19.0,635.0,635.0,635.0,0.360294118,0.360294118,0.360294118,2433.835714,2433.835714,2433.835714,0.186311876,0.186311876,0.186311876,0.000177118,0.000177118,0.000177118,0.000129011,0.000129011,0.000129011,0.000137096,0.000137096,0.000137096,5.95e-06,5.95e-06,5.95e-06,15.42105263,15.42105263,15.42105263,1,3.0,,1.0,3.0,2706.733333,0.220286384,0.0,2.51e-05,5.3e-07,23.33333333
Novome Biotechnologies,United States,North America,Biotechnology,1,29844,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,
BetterPT,United States,North America,Mobile Software & Services,1,29861,50.0,50.0,50.0,2032.0,2032.0,2032.0,0.416326531,0.416326531,0.416326531,3461.07381,3461.07381,3461.07381,0.254812248,0.254812248,0.254812248,0.000284745,0.000284745,0.000284745,0.000114199,0.000114199,0.000114199,0.000285137,0.000285137,0.000285137,0.013085811,0.013085811,0.013085811,186.7,186.7,186.7,1,,,,,,,,,,
P-Cure,Israel,Asia,Drug Development,1,29862,10.0,3.0,6.5,7291.0,3314.0,5302.5,0.428571429,0.0,0.2142857145,2836.225,2196.059127,2516.1420635,0.215759029,0.170094018,0.1929265235,0.000208739,0.0,0.0001043695,6.22e-05,3.19e-05,4.705e-05,0.000212979,0.0,0.0001064895,0.000197529,1.35e-06,9.94395e-05,39.1,4.333333333,21.7166666665,3,1.0,,0.0,1.0,2452.369048,0.200955104,0.0,1.74e-05,7.52e-08,30.0
OncoImmune,United States,North America,Drug Development,1,29866,18.0,18.0,18.0,862.0,862.0,862.0,0.233333333,0.233333333,0.233333333,2979.084524,2979.084524,2979.084524,0.225976567,0.225976567,0.225976567,0.000400469,0.000400469,0.000400469,0.000139737,0.000139737,0.000139737,0.000337824,0.000337824,0.000337824,0.000358926,0.000358926,0.000358926,27.11111111,27.11111111,27.11111111,1,5.0,8063.0,1.0,5.0,3040.992857,0.24625396,0.0,2.54e-05,1.03e-05,28.8
New Century Healthcare,China,Asia,Medical Facilities & Services,1,29867,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,
PathAI,United States,North America,Healthcare Software,1,29871,120.0,9.0,23.0,9836.0,135.0,3878.0,0.952380952,0.085294118,0.357142857,3838.311905,3130.154762,3173.011905,0.282447091,0.237460058,0.239628803,0.003436206,9.38e-09,5.27e-05,0.000427242,3.83e-05,8.88e-05,0.003450384,1.62e-08,4.6e-05,0.008017427,0.000527593,0.000625894,96.66666667,57.7826087,83.29166667,3,22.0,8554.0,0.735930736,21.0,3630.371429,0.289897029,2.21e-06,4.03e-05,0.000221908,124.0454545
Flow Neuroscience,Sweden,Europe,Medical Devices & Equipment,1,29878,7.0,7.0,7.0,10436.0,10436.0,10436.0,0.380952381,0.380952381,0.380952381,2934.321429,2934.321429,2934.321429,0.222797035,0.222797035,0.222797035,1.78e-05,1.78e-05,1.78e-05,4.27e-05,4.27e-05,4.27e-05,1.14e-05,1.14e-05,1.14e-05,0.000158435,0.000158435,0.000158435,61.14285714,61.14285714,61.14285714,1,19.0,4302.0,1.0,19.0,3051.275,0.245562251,0.0,5.72e-05,5.26e-06,38.57894737
Jupiter Biomedical Research,United States,North America,Stealth Mode,1,29884,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,
Infervision,China,Asia,Healthcare Software,1,29893,122.0,4.0,8.5,8710.0,85.0,1845.0,1.0,0.072268908,0.27777777800000003,3708.619048,2498.15,2755.5369045,0.27358309,0.192249681,0.21018928450000002,0.010051852,0.0,0.000176995,0.000682009,4.46e-05,7.415e-05,0.010503577,0.0,0.000155945,0.006316661,1.35e-05,7.7037e-05,63.90983607,9.571428571,30.45,6,85.0,1027.0,0.605882353,64.0,3755.502381,0.296887782,0.000332498,0.000141797,0.000594211,92.6
Owkin,United States,North America,Healthcare Software,1,29895,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,
Winterlight Labs,Canada,North America,Internet Software & Services,1,29896,4.0,4.0,4.0,10449.0,2779.0,6614.0,1.0,0.333333333,0.333333333,2709.614286,2122.387698,2123.387698,0.207211606,0.164746932,0.164753628,0.000511879,0.0,0.00025599,7.87e-05,5.18e-05,5.64e-05,0.000511879,0.0,0.00025599,7.3e-05,4.98e-07,5.01e-07,26.25,3.0,4.0,3,3.0,6350.0,0.333333333,2.0,2803.607143,0.228472016,0.00031489,6.18e-05,3.22e-06,15.33333333
Sleepiz,Switzerland,Europe,Medical Devices & Equipment,1,29897,6.0,6.0,6.0,1810.0,1810.0,1810.0,0.166666667,0.166666667,0.166666667,2130.195635,2130.195635,2130.195635,0.164968182,0.164968182,0.164968182,0.000383972,0.000383972,0.000383972,0.000111226,0.000111226,0.000111226,0.000383972,0.000383972,0.000383972,1.7e-07,1.7e-07,1.7e-07,3.333333333,3.333333333,3.333333333,1,10.0,6884.0,1.0,10.0,2804.808333,0.227597296,0.0,6.3e-05,8.5e-07,24.1
NFlection Therapeutics,United States,North America,Drug Development,1,29903,67.0,67.0,67.0,926.0,926.0,926.0,0.258254184,0.258254184,0.258254184,3689.238095,3689.238095,3689.238095,0.272571318,0.272571318,0.272571318,0.00037775,0.00037775,0.00037775,0.000191999,0.000191999,0.000191999,0.000361617,0.000361617,0.000361617,0.010527006,0.010527006,0.010527006,154.8507463,154.8507463,154.8507463,1,19.0,,1.0,19.0,3739.640476,0.298095784,0.0,2.83e-05,0.000899701,210.1578947
EIP Pharma,United States,North America,Drug Development,1,29904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,
Altoida,United States,North America,Mobile Software & Services,1,29907,61.0,1.0,11.0,1109.0,340.0,724.5,0.194444444,0.0,0.116939891,3500.288095,2051.765873,2598.797619,0.259676541,0.159211368,0.198544382,0.001084507,0.0,0.000231959,0.000238313,2.1e-05,0.0001037,0.001005796,0.0,0.000186991,0.003868166,2.13e-07,3.15e-05,79.32786885,11.0,11.63636364,3,9.0,,0.611111111,7.0,3323.790476,0.267814256,4.59e-05,3.24e-05,9.11e-05,75.33333333
F&S Pharmatech,China,Asia,Drug Development,1,29908,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,
Maitri Medicinals,United States,North America,Pharmaceuticals / Drugs,1,29909,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,
Barkibu,Spain,Europe,Internet Software & Services,1,29916,3.0,3.0,3.0,7505.0,3576.0,5540.5,0.0,0.0,0.0,1.0,1.0,1.0,7.96e-05,7.96e-05,7.96e-05,0.0,0.0,0.0,7.96e-05,7.96e-05,7.96e-05,0.0,0.0,0.0,1.1300000000000002e-27,1.1300000000000002e-27,1.1300000000000002e-27,2.0,2.0,2.0,2,,,,,,,,,,
SneeZ,United States,North America,Mobile Software & Services,1,29917,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,
ViroVet,Belgium,Europe,Pharmaceuticals / Drugs,1,29921,56.0,56.0,56.0,261.0,261.0,261.0,0.112337662,0.112337662,0.112337662,3261.555952,3261.555952,3261.555952,0.243808417,0.243808417,0.243808417,0.001228154,0.001228154,0.001228154,0.00026007,0.00026007,0.00026007,0.001200074,0.001200074,0.001200074,0.001644805,0.001644805,0.001644805,42.33928571,42.33928571,42.33928571,1,16.0,8519.0,1.0,16.0,3245.590476,0.261414333,0.0,4.3e-05,5.14e-05,45.8125
Nuna,United States,North America,Internet Software & Services,1,29923,371.0,1.0,4.0,3883.0,21.0,1952.0,0.080425439,0.0,0.0,4344.769048,2277.756746,2972.752381,0.31409272,0.176300641,0.225844373,0.010749695,0.0,0.000128008,0.001111327,2.87e-05,5.63e-05,0.011603983,0.0,0.000128008,0.041519256,1.92e-06,0.000283108,108.9299191,4.0,94.0,3,31.0,,1.0,31.0,3872.830952,0.306392319,0.0,4.04e-05,0.001242919,205.516129
Q Labs Holdings,United States,North America,Medical Facilities & Services,1,29924,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,
Tueo Health,United States,North America,Medical Devices & Equipment,1,29925,34.0,25.0,29.5,503.0,402.0,452.5,0.110516934,0.09486166,0.102689297,3019.630952,2834.427381,2927.0291665,0.228582421,0.214758849,0.221670635,0.001121341,0.000522633,0.000821987,0.000188689,0.000182381,0.000185535,0.001040195,0.000449794,0.0007449945000000001,0.000219291,7.93e-05,0.0001492955,22.44117647,16.68,19.560588234999997,2,28.0,2223.0,0.563492063,17.0,3263.047619,0.261888148,0.000102382,8.79e-05,1.56e-05,32.28571429
Nomadeec,France,Europe,Mobile Software & Services,1,29937,95.0,1.0,1.0,10275.0,106.0,5190.5,0.064983637,0.0,0.0,3625.445238,1.0,1.0,0.268767157,7.96e-05,7.96e-05,0.006260803,0.0,0.0,0.000555251,7.96e-05,7.96e-05,0.006248208,0.0,0.0,0.00369622,2.58e-30,2.58e-30,55.56842105,1.0,1.0,3,48.0,6764.0,1.0,48.0,3532.730952,0.28250495,0.0,8.64e-05,0.000184469,80.4375
Teheca,Uganda,Africa,Mobile Software & Services,1,29947,2.0,2.0,2.0,6664.0,6664.0,6664.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.96e-05,7.96e-05,7.96e-05,0.0,0.0,0.0,2.58e-30,2.58e-30,2.58e-30,1.0,1.0,1.0,1,2.0,7751.0,1.0,2.0,2.0,0.000168294,0.0,8.41e-05,5.72e-45,2.0
Abartys Health,Puerto Rico,North America,Internet Software & Services,1,29949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,6.0,6705.0,1.0,6.0,2293.505556,0.187041438,0.0,5.78e-05,7.18e-09,11.83333333
Dialogue,Canada,North America,Internet Software & Services,1,29962,81.0,2.0,4.0,3951.0,240.0,2095.5,1.0,0.135345667,1.0,3653.795238,2641.539286,2641.539286,0.270236368,0.202239106,0.202239106,0.002326631,0.0,0.0,0.00030118,2.61e-05,3.75e-05,0.002347792,0.0,0.0,0.008340948,5.69e-05,5.73e-05,104.8641975,21.75,42.5,3,6.0,,1.0,6.0,3058.014286,0.247125562,0.0,2.6e-05,1.83e-05,35.33333333
StretchOut Studios,United States,North America,Health & Wellness (non-internet/mobile)…,1,29968,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,
New Horizons,Australia,Australia,Medical Facilities & Services,1,29976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,
Apostrophe,United States,North America,Internet Software & Services,1,29982,69.0,10.0,24.5,10579.0,145.0,1274.5,0.4,0.117220801,0.2776705275,3166.271429,2815.728571,2984.148214,0.23637311,0.213908902,0.22559343050000003,0.00283533,4.39e-05,0.0005142315,0.000380845,5.95e-05,0.0001294295,0.002794438,3.07e-05,0.0005055495,0.000337629,7.61e-05,0.0001827165,35.0,28.23076923,29.982608695,5,71.0,1245.0,0.815694165,64.0,3447.847619,0.273603997,0.000277769,0.000127148,6.02e-05,73.94366197
ReferralMD,United States,North America,Internet Software & Services,1,29990,69.0,10.0,39.5,1454.0,145.0,799.5,0.142857143,0.117220801,0.130038972,3166.271429,2458.535714,2812.4035715,0.23637311,0.188433731,0.2124034205,0.00283533,0.000306603,0.0015709665,0.000380845,0.000100971,0.000240908,0.002794438,0.00029118,0.0015428089999999998,0.000271133,3.24e-06,0.0001371865,29.56521739,13.4,21.482608695,2,65.0,7191.0,0.977884615,64.0,3425.814286,0.27212966,2.42e-06,9.62e-05,5.48e-05,79.81538462
