node,country,continent,industry,bipartite,id,closeness_centrality_max,closeness_centrality_min,closeness_centrality_median,newman_betweenness_centrality_max,newman_betweenness_centrality_min,newman_betweenness_centrality_median,clustering_max,clustering_min,clustering_median,eigenvector_centrality_max,eigenvector_centrality_min,eigenvector_centrality_median,average_neighbor_degree_max,average_neighbor_degree_min,average_neighbor_degree_median,deg_max,deg_min,deg_median,pagerank_max,pagerank_min,pagerank_median,harmonic_centrality_max,harmonic_centrality_min,harmonic_centrality_median,betweenness_centrality_max,betweenness_centrality_min,betweenness_centrality_median,num_inv,closeness_centralityorg,core_numberorg,clusteringorg,eigenvector_centralityorg,average_neighbor_degreeorg,degorg,pagerankorg,harmonic_centralityorg,newman_betweenness_centralityorg
Le Renon,India,Asia,Drug Manufacturing,1,24538,0.213433355,0.213433355,0.213433355,0.000230768,0.000230768,0.000230768,0.355555556,0.355555556,0.355555556,4.12e-05,4.12e-05,4.12e-05,14.8,14.8,14.8,10.0,10.0,10.0,0.00010481,0.00010481,0.00010481,2169.897619,2169.897619,2169.897619,0.000207513,0.000207513,0.000207513,1,0.228683252,7.0,1.0,1.42e-06,11.85714286,,8.71e-05,2196.852886,0.0
Hong Kong Integrated Oncology Center,Hong Kong,Asia,Medical Facilities & Services,1,24543,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9199999999999998e-30,2.9199999999999998e-30,2.9199999999999998e-30,1.0,1.0,1.0,2.0,2.0,2.0,0.000102365,0.000102365,0.000102365,0.0,0.0,0.0,0.0,0.0,0.0,1,,,,,,,,,
SCM Lifescience,South Korea,Asia,Biotechnology,1,24561,0.218453154,0.173288412,0.202688216,0.001996377,0.000450385,0.000896178,0.266666667,0.151515152,0.2,6.74e-05,5.49e-07,1.25e-05,13.91666667,6.4,9.666666667,12.0,10.0,12.0,0.000176355,0.000141341,0.000170454,2220.366667,1740.29127,2049.108333,0.002041954,0.000339714,0.000900625,3,0.237797463,5.0,0.444444444,5.26e-06,11.0,,0.000110832,2292.454401,0.000512744
Fiorello Pharmaceuticals,United States,North America,Pharmaceuticals / Drugs,1,24567,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,
AptaBio,South Korea,Asia,Drug Discovery,1,24571,0.133166346,0.11460211,0.126228156,0.0001969,0.0,6.07e-05,1.0,0.444444444,0.7,2.91e-10,4.07e-12,8.62e-11,6.857142857,6.4,6.666666667,11.0,6.0,7.0,0.00015659,8.52e-05,9.92e-05,1327.296032,1136.178716,1255.621104,0.000192703,0.0,4.97e-05,5,0.170346216,2.0,1.0,7.36e-10,5.0,,5.77e-05,1612.756721,0.0
Syqe Medical,Israel,Asia,Drug Delivery,1,24585,0.237260795,0.237260795,0.237260795,0.000601609,0.000601609,0.000601609,0.196078431,0.196078431,0.196078431,0.000329701,0.000329701,0.000329701,26.5,26.5,26.5,18.0,18.0,18.0,0.000143343,0.000143343,0.000143343,2430.607143,2430.607143,2430.607143,0.000572513,0.000572513,0.000572513,1,0.246004445,7.0,1.0,6.33e-06,21.28571429,,4.73e-05,2374.844877,0.0
Gladius Pharmaceuticals,Canada,North America,Biotechnology,1,24589,0.34095046,0.279482277,0.329601349,0.012303128,0.000585206,0.005789087,0.206845238,0.087383813,0.124945837,0.060876328,0.00790372,0.060343905,132.8194444,108.3787879,111.0653595,459.0,66.0,360.0,0.001430378,0.000245912,0.001059017,3672.102381,2940.614286,3545.319048,0.013180581,0.000539809,0.006301641,3,0.326620733,50.0,0.614285714,0.002026136,170.75,,8.6e-05,3249.046068,9.42e-05
Genoplan,South Korea,Asia,Disease Diagnosis,1,24590,0.21692973,0.171628768,0.171628768,0.000672781,0.0,0.0,1.0,0.533333333,1.0,5.04e-05,3.49e-07,3.49e-07,25.47058824,6.25,6.25,17.0,4.0,4.0,0.000144556,5.51e-05,5.51e-05,2220.421429,1724.344048,1724.344048,0.000672781,0.0,0.0,3,0.225308726,3.0,1.0,1.24e-06,20.66666667,,3.21e-05,2162.835029,0.0
Healthians,India,Asia,Internet Software & Services,1,24595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9199999999999998e-30,2.9199999999999998e-30,2.9199999999999998e-30,1.0,1.0,1.0,2.0,2.0,2.0,0.000102365,0.000102365,0.000102365,0.0,0.0,0.0,0.0,0.0,0.0,1,,,,,,,,,
Heal,United States,North America,Mobile Software & Services,1,24596,0.264050603,0.205935228,0.205935228,0.002377652,0.0,0.0,1.0,0.210997442,1.0,0.001448334,1.25e-05,1.25e-05,40.5942029,22.3,22.3,84.0,10.0,10.0,0.000376906,7.02e-05,7.02e-05,2739.571429,2089.511905,2089.511905,0.002319548,0.0,0.0,9,0.277332089,11.0,0.483516484,4.58e-05,52.85714286,,5.33e-05,2696.784163,7.22e-05
TypeZero Technologies,United States,North America,Mobile Software & Services,1,24598,0.202364791,0.202364791,0.202364791,0.000174342,0.000174342,0.000174342,0.3,0.3,0.3,9.37e-06,9.37e-06,9.37e-06,15.42857143,15.42857143,15.42857143,7.0,7.0,7.0,7.66e-05,7.66e-05,7.66e-05,2046.264286,2046.264286,2046.264286,0.000172799,0.000172799,0.000172799,1,0.232362474,9.0,1.0,8.47e-06,19.22222222,,4.89e-05,2243.326696,0.0
ViraTherapeutics,Austria,Europe,Biotechnology,1,24605,0.267033682,0.227112436,0.252292123,0.001178957,0.000488507,0.000638367,0.333333333,0.192389006,0.285714286,0.002423912,0.000132143,0.000786669,77.11363636,33.0,53.6,44.0,9.0,30.0,0.000210755,7.42e-05,0.000168434,2774.297619,2317.338095,2601.197619,0.001178152,0.000435393,0.000555397,3,0.274881735,10.0,0.484848485,0.000106242,77.58333333,,4.58e-05,2678.548449,1.98e-05
MDNA Life Sciences,United States,North America,Biotechnology,1,24627,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,
Confo Therapeutics,Belgium,Europe,Drug Discovery,1,24629,0.255745901,0.232492995,0.24411944800000002,0.000498365,3.83e-07,0.00024937399999999996,0.666666667,0.176470588,0.4215686275,0.001439323,0.000391613,0.000915468,53.17142857,53.125,53.148214285,35.0,8.0,21.5,0.00018334,4.38e-05,0.00011357,2640.497619,2378.140476,2509.3190475,0.00045133,2.66e-07,0.000225798,2,0.265933659,10.0,0.872727273,4.67e-05,46.36363636,,4.37e-05,2579.029401,1.32e-06
TotoHealth,Kenya,Africa,Mobile Software & Services,1,24634,0.000307125,0.000307125,0.000307125,0.0,0.0,0.0,1.0,1.0,1.0,2.72e-24,2.72e-24,2.72e-24,4.0,4.0,4.0,5.0,5.0,5.0,0.000102365,0.000102365,0.000102365,3.0,3.0,3.0,0.0,0.0,0.0,4,,,,,,,,,
ImmunoMolecular Therapeutics,United States,North America,Biotechnology,1,24643,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,
CirculoGene Diagnostics,United States,North America,Disease Diagnosis,1,24647,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,
HomeHero,United States,North America,Mobile Software & Services,1,24649,0.263070999,0.205697561,0.234946087,0.002652991,0.0,0.001017547,1.0,0.138164251,0.246492501,0.000972782,1.29e-05,0.000452893,43.56603774,23.4,30.010416665,53.0,5.0,29.5,0.000317374,4.21e-05,0.00019283100000000002,2724.988095,2084.078571,2414.7273809999997,0.002560621,0.0,0.0009774835,4,0.269774075,16.0,0.456521739,3.86e-05,44.91666667,,8.31e-05,2644.427886,6.52e-05
Tempo,United States,North America,Internet Software & Services,1,24652,0.289201588,0.21391799,0.268676464,0.010409154,0.0,0.002877574,0.205128205,0.0,0.069302431,0.005857403,4.02e-05,0.001559403,56.28846154,51.16969697,56.0,165.0,3.0,52.0,0.000835862,3.45e-05,0.00030603,3064.65,2176.395238,2793.385714,0.010851633,0.0,0.002897955,3,0.296361178,49.0,0.588828829,0.00029368,77.33333333,,0.000154392,2939.743687,5.94e-05
Mithra Pharmaceuticals,Belgium,Europe,Drug Development,1,24660,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,
Augmedics,United States,North America,Medical Devices & Equipment,1,24666,0.000102375,0.000102375,0.000102375,0.0,0.0,0.0,0.0,0.0,0.0,1.2800000000000001e-27,1.2800000000000001e-27,1.2800000000000001e-27,2.0,2.0,2.0,3.0,3.0,3.0,0.000102365,0.000102365,0.000102365,1.0,1.0,1.0,0.0,0.0,0.0,2,,,,,,,,,
Wellthy,United States,North America,Internet Software & Services,1,24667,0.24473628,0.220564694,0.23265048700000002,0.000914296,6.56e-05,0.000489948,0.466666667,0.215932914,0.3412997905,0.00030898,5.67e-05,0.00018284,31.22222222,28.88235294,30.052287579999998,54.0,17.0,35.5,0.000294303,0.000101817,0.00019806,2540.338095,2262.590476,2401.4642855,0.000733687,4.42e-05,0.0003889435,2,0.254547369,6.0,0.666666667,1.1e-05,55.5,,3.07e-05,2477.000505,7.07e-06
DOC+,Russian Federation,Europe,Mobile Software & Services,1,24672,0.00020475,0.00020475,0.00020475,0.0,0.0,0.0,1.0,1.0,1.0,9.58e-26,9.58e-26,9.58e-26,3.0,3.0,3.0,4.0,4.0,4.0,0.000102365,0.000102365,0.000102365,2.0,2.0,2.0,0.0,0.0,0.0,3,,,,,,,,,
Healing Paper,South Korea,Asia,Mobile Software & Services,1,24676,0.164426753,0.164426753,0.164426753,6.45e-05,6.45e-05,6.45e-05,0.4,0.4,0.4,1.55e-07,1.55e-07,1.55e-07,6.285714286,6.285714286,6.285714286,7.0,7.0,7.0,0.000112025,0.000112025,0.000112025,1646.417063,1646.417063,1646.417063,4.25e-05,4.25e-05,4.25e-05,1,0.000107793,1.0,0.0,1.81e-44,1.0,,0.000107782,1.0,0.0
Creative Biosciences,China,Asia,Health & Wellness (non-internet/mobile)…,1,24677,0.232616007,0.232616007,0.232616007,0.000227246,0.000227246,0.000227246,0.428571429,0.428571429,0.428571429,0.000150842,0.000150842,0.000150842,31.1,31.1,31.1,10.0,10.0,10.0,9.79e-05,9.79e-05,9.79e-05,2368.338095,2368.338095,2368.338095,0.000219464,0.000219464,0.000219464,1,0.203957844,2.0,1.0,2e-07,12.5,,2.91e-05,1949.565188,0.0
Novogene,China,Asia,Biotechnology,1,24679,0.21384465,0.169399013,0.170467977,0.000308707,0.0,2.68e-05,1.0,0.466666667,0.476190476,0.000109496,7.5e-07,7.68e-07,21.0,6.0,7.5,9.0,2.0,6.0,8.46e-05,3.43e-05,8.03e-05,2470.875,1925.346429,1939.070238,0.000298175,0.0,8.79e-06,3,0.248051375,3.0,0.333333333,1.52e-05,53.0,,2.63e-05,2707.473124,1.04e-06
Genetron Health,China,Asia,Biotechnology,1,24680,0.0004095,0.0004095,0.0004095,0.0,0.0,0.0,1.0,1.0,1.0,4.1899999999999995e-23,4.1899999999999995e-23,4.1899999999999995e-23,5.0,5.0,5.0,6.0,6.0,6.0,0.000102365,0.000102365,0.000102365,4.0,4.0,4.0,0.0,0.0,0.0,5,,,,,,,,,
MedTrace,Denmark,Europe,Medical Devices & Equipment,1,24683,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,
IntoCell,South Korea,Asia,Biotechnology,1,24684,0.202752358,0.162452967,0.19039922,0.000669857,1.49e-05,0.000167763,0.428571429,0.166666667,0.3,2.51e-05,1.76e-07,4.7e-06,14.11111111,5.666666667,10.66666667,12.0,6.0,9.0,0.000130037,8.24e-05,8.35e-05,2329.588095,1842.823016,2173.803571,0.000664509,7.66e-06,0.000167615,6,0.223310275,6.0,0.214285714,1.57e-06,15.375,,8e-05,2418.992172,0.000538436
Your.MD,United Kingdom,Europe,Mobile Software & Services,1,24698,0.000102375,0.000102375,0.000102375,0.0,0.0,0.0,0.0,0.0,0.0,1.2800000000000001e-27,1.2800000000000001e-27,1.2800000000000001e-27,2.0,2.0,2.0,3.0,3.0,3.0,0.000102365,0.000102365,0.000102365,1.0,1.0,1.0,0.0,0.0,0.0,1,,,,,,,,,
Cloudbreak Health,United States,North America,Internet Software & Services,1,24702,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,
IPSUM,Colombia,South America,Medical Facilities & Services,1,24703,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,
myLAB Box,United States,North America,Disease Diagnosis,1,24704,0.252659431,0.234927997,0.240769032,0.001488628,0.0,7.63e-05,1.0,0.261437908,0.515789474,0.000820436,0.000335237,0.000388811,41.20454545,30.3,41.1,44.0,10.0,20.0,0.000245075,6.17e-05,0.000123252,2611.604762,2400.919048,2467.369048,0.001527537,0.0,5.41e-05,5,0.27840503,11.0,0.491666667,0.000124435,52.5,,7.12e-05,2722.341306,0.000262454
CMR Surgical,United Kingdom,Europe,Medical Devices & Equipment,1,24705,0.254104421,0.156331733,0.174959843,0.000670926,0.0,0.0002203655,0.189542484,0.0,0.0,0.001190159,5.55e-08,4.10275e-06,82.1,4.833333333,6.0,20.0,1.0,3.5,0.000147215,3.79e-05,7.305899999999999e-05,2959.811905,1762.224206,1983.882341,0.000660079,0.0,0.0002203655,4,0.264807192,7.0,1.0,4.08e-05,71.0,,2.59e-05,2899.638925,0.0
Universal Medical,China,Asia,Medical Facilities & Services,1,24741,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,
Aptimmune Biologics,United States,North America,Biotechnology,1,24744,0.211503008,0.168209764,0.189856386,0.000188316,0.0,9.4158e-05,0.266666667,0.0,0.1333333335,3.74e-05,2.57e-07,1.88285e-05,12.25,3.666666667,7.9583333335,8.0,3.0,5.5,8.93e-05,4.68e-05,6.805e-05,2148.47619,1683.569048,1916.0226189999998,0.000178026,0.0,8.9013e-05,3,0.222432187,5.0,1.0,1.07e-06,12.8,,5.17e-05,2131.255267,0.0
Eligo Bioscience,France,Europe,Drug Development,1,24746,0.278091583,0.278091583,0.278091583,0.003812742,0.003812742,0.003812742,0.114929108,0.114929108,0.114929108,0.004845672,0.004845672,0.004845672,59.1875,59.1875,59.1875,112.0,112.0,112.0,0.000576664,0.000576664,0.000576664,2924.530952,2924.530952,2924.530952,0.003841129,0.003841129,0.003841129,1,0.285838268,24.0,1.0,0.000213959,75.20833333,,6.28e-05,2789.657973,0.0
Nalu Medical,United States,North America,Medical Devices & Equipment,1,24752,0.313345234,0.300166764,0.30675599899999995,0.001506151,0.001048261,0.001277206,0.177371173,0.172595668,0.1749834205,0.021482815,0.015950192,0.0187165035,147.0073529,140.7264151,143.866884,136.0,106.0,121.0,0.000457405,0.00036762,0.0004125125,3307.552381,3172.835714,3240.1940475,0.001553927,0.00106151,0.0013077185,2,0.317254726,28.0,0.526209677,0.001240594,150.5625,,5.38e-05,3135.005592,1.83e-05
Dignitana,Sweden,Europe,Medical Devices & Equipment,1,24770,0.237748352,0.237748352,0.237748352,0.000736543,0.000736543,0.000736543,0.181818182,0.181818182,0.181818182,0.000230741,0.000230741,0.000230741,36.18181818,36.18181818,36.18181818,11.0,11.0,11.0,0.000111057,0.000111057,0.000111057,2429.130952,2429.130952,2429.130952,0.000724077,0.000724077,0.000724077,1,0.241165366,7.0,1.0,4.21e-06,33.85714286,,3.84e-05,2333.767172,0.0
Forest Devices,United States,North America,Medical Devices & Equipment,1,24778,0.245136562,0.245136562,0.245136562,0.000827016,0.000827016,0.000827016,0.243010753,0.243010753,0.243010753,0.000503742,0.000503742,0.000503742,34.4516129,34.4516129,34.4516129,31.0,31.0,31.0,0.000224163,0.000224163,0.000224163,2522.261905,2522.261905,2522.261905,0.000806658,0.000806658,0.000806658,2,0.272133822,14.0,1.0,0.000258672,80.78571429,,4.76e-05,2655.907973,0.0
Werlabs,Sweden,Europe,Disease Diagnosis,1,24779,0.00020475,0.00020475,0.00020475,0.0,0.0,0.0,1.0,1.0,1.0,9.58e-26,9.58e-26,9.58e-26,3.0,3.0,3.0,4.0,4.0,4.0,0.000102365,0.000102365,0.000102365,2.0,2.0,2.0,0.0,0.0,0.0,3,,,,,,,,,
Community Health Center,United States,North America,Medical Facilities & Services,1,24782,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.000107793,1.0,0.0,1.81e-44,1.0,,0.000107782,1.0,0.0
ehumanlife,United States,North America,Internet Software & Services,1,24791,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,
Zenith Technical Innovations,United States,North America,Medical Devices & Equipment,1,24800,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,
Mammoth Hunters,Spain,Europe,Mobile Software & Services,1,24803,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.000215587,2.0,1.0,6.03e-41,2.0,,0.000107782,2.0,0.0
Jellyfish Health,United States,North America,Internet Software & Services,1,24810,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,
Precise.ly,United States,North America,Internet Software & Services,1,24812,0.248115572,0.248115572,0.248115572,3.97e-05,3.97e-05,3.97e-05,0.457142857,0.457142857,0.457142857,0.000909999,0.000909999,0.000909999,62.52941176,62.52941176,62.52941176,17.0,17.0,17.0,9.16e-05,9.16e-05,9.16e-05,2554.338095,2554.338095,2554.338095,2.47e-05,2.47e-05,2.47e-05,1,0.256878244,3.0,1.0,2.39e-05,127.3333333,,2.11e-05,2494.10083,0.0
HomeCare.co,United States,North America,Internet Software & Services,1,24819,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,
Consolo Services Group,United States,North America,Healthcare Software,1,24825,0.230445672,0.230445672,0.230445672,0.0,0.0,0.0,0.0,0.0,0.0,0.000179977,0.000179977,0.000179977,79.66666667,79.66666667,79.66666667,3.0,3.0,3.0,3.19e-05,3.19e-05,3.19e-05,2346.07619,2346.07619,2346.07619,0.0,0.0,0.0,1,0.234755178,2.0,1.0,6.26e-06,14.0,,3.24e-05,2256.751696,0.0
First Care,United States,North America,Medical Facilities & Services,1,24826,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,
Perimeter Medical Imaging,Canada,North America,Medical Devices & Equipment,1,24841,0.21846039,0.172648737,0.172973128,0.000602237,0.0,6.28305e-05,1.0,0.428571429,0.7954545454999999,7.84e-05,5.46e-07,5.58e-07,17.35714286,6.6,6.9666666665,14.0,5.0,7.0,0.000121653,6.34e-05,9.18925e-05,2221.385714,1729.506746,1734.0757935000001,0.000571637,0.0,3.93e-05,4,0.234748518,2.0,0.0,3.36e-06,21.0,,2.9e-05,2254.473124,2.1e-05
Activate Care,United States,North America,Internet Software & Services,1,24843,0.246981903,0.246981903,0.246981903,1.3e-06,1.3e-06,1.3e-06,0.666666667,0.666666667,0.666666667,0.000694933,0.000694933,0.000694933,126.8333333,126.8333333,126.8333333,6.0,6.0,6.0,3.81e-05,3.81e-05,3.81e-05,2531.345238,2531.345238,2531.345238,1.11e-06,1.11e-06,1.11e-06,1,0.267550015,1.0,0.0,0.000121113,317.0,,1.71e-05,2594.631782,0.0
Cofactor Genomics,United States,North America,Disease Diagnosis,1,24846,0.268676464,0.201443743,0.2350601035,0.002877574,2.18e-05,0.001449687,0.444444444,0.205128205,0.3247863245,0.001559403,1.65e-05,0.0007879515,56.28846154,25.0,40.64423077,52.0,9.0,30.5,0.00030603,9.08e-05,0.000198415,2793.385714,2047.386905,2420.3863095,0.002897955,1.11e-05,0.0014545275,2,0.28870014,49.0,0.858490566,0.000261973,78.98113208,,0.000116301,2844.107973,8.68e-05
Fitternity,India,Asia,Internet Software & Services,1,24851,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9199999999999998e-30,2.9199999999999998e-30,2.9199999999999998e-30,1.0,1.0,1.0,2.0,2.0,2.0,0.000102365,0.000102365,0.000102365,0.0,0.0,0.0,0.0,0.0,0.0,1,,,,,,,,,
Vesta Healthcare,United States,North America,Mobile Software & Services,1,24859,0.296296168,0.23043762,0.24877075,0.003213877,0.000179875,0.00024068,0.428571429,0.140229336,0.310606061,0.006632416,0.000103869,0.000359465,89.80851064,29.1,43.3030303,94.0,10.0,33.0,0.000390665,8.03e-05,0.000178442,3101.383333,2341.419048,2561.902381,0.003132205,0.000174896,0.000213812,3,0.297533239,18.0,0.532467532,0.000313608,97.27272727,,6.18e-05,2915.605592,4.24e-05
Aria CV,United States,North America,Medical Devices & Equipment,1,24871,0.291026646,0.237782642,0.2730828025,0.001250709,4.32e-06,0.0010092585,0.4,0.126923077,0.170599251,0.009295341,0.000441192,0.0035696065,107.8777778,86.8,96.575,90.0,5.0,40.0,0.000350361,3.4e-05,0.0002037325,3067.104762,2431.211905,2846.739286,0.001213462,3.39e-06,0.0009419210000000001,4,0.30857189,25.0,0.34751773,0.001095351,91.47916667,,0.000117303,3066.093687,0.000319902
CluePoints,Belgium,Europe,Healthcare Software,1,24878,0.244273949,0.19071297,0.19071297,0.002219683,1.85e-08,1.85e-08,0.833333333,0.169435216,0.833333333,0.000487815,6.77e-06,6.77e-06,47.72222222,13.5,13.5,45.0,6.0,6.0,0.000298209,5.46e-05,5.46e-05,2511.797619,1920.165476,1920.165476,0.002137207,1.96e-08,1.96e-08,5,0.249806494,7.0,1.0,1.48e-05,29.57142857,,4e-05,2413.672258,0.0
NuVision Biotherapies,United Kingdom,Europe,Medical Devices & Equipment,1,24891,0.247649698,0.247649698,0.247649698,6.25e-05,6.25e-05,6.25e-05,0.607142857,0.607142857,0.607142857,0.000568299,0.000568299,0.000568299,93.125,93.125,93.125,8.0,8.0,8.0,5.55e-05,5.55e-05,5.55e-05,2534.757143,2534.757143,2534.757143,4.23e-05,4.23e-05,4.23e-05,1,0.260788123,11.0,1.0,2.94e-05,40.90909091,,5.47e-05,2529.380592,0.0
eVisit,United States,North America,Internet Software & Services,1,24893,0.158590381,0.158590381,0.158590381,0.0,0.0,0.0,1.0,1.0,1.0,4.35e-08,4.35e-08,4.35e-08,5.4,5.4,5.4,5.0,5.0,5.0,8.11e-05,8.11e-05,8.11e-05,1583.348413,1583.348413,1583.348413,0.0,0.0,0.0,3,,,,,,,,,
Mereo BioPharma,United Kingdom,Europe,Biotechnology,1,24897,0.27531682,0.2658817,0.271720799,0.001106716,0.000594451,0.000613736,0.182346109,0.168292683,0.175403226,0.004524967,0.001844376,0.002722162,105.8863636,70.0625,80.63414634,44.0,32.0,41.0,0.000191814,0.000181738,0.000190916,2870.352381,2738.471429,2816.369048,0.001097655,0.000554219,0.000613257,3,0.309437239,19.0,0.443678161,0.000533748,95.56666667,,8.35e-05,3051.065115,0.000205063
National HME,United States,North America,Medical Equipment & Supplies,1,24898,0.254396893,0.200044248,0.2272205705,8.52e-05,2.32e-07,4.2715999999999996e-05,0.56043956,0.0,0.28021978,0.002374845,2.51e-05,0.0011999725,156.125,13.75,84.9375,16.0,4.0,10.0,5.95e-05,2.99e-05,4.47e-05,2986.454762,2297.086905,2641.7708334999998,9.05e-05,1.54e-07,4.5327e-05,2,0.206435619,1.0,0.0,1.44e-07,15.0,,1.78e-05,2220.60487,0.0
Lab Sensor Solutions,United States,North America,Medical Equipment & Supplies,1,24920,0.210719063,0.210719063,0.210719063,9.77e-05,9.77e-05,9.77e-05,0.214285714,0.214285714,0.214285714,2.69e-05,2.69e-05,2.69e-05,16.25,16.25,16.25,8.0,8.0,8.0,8.95e-05,8.95e-05,8.95e-05,2135.97619,2135.97619,2135.97619,6.71e-05,6.71e-05,6.71e-05,1,0.242806957,11.0,1.0,2.86e-06,26.54545455,,6.78e-05,2349.465981,0.0
Anpac,China,Asia,Medical Facilities & Services,1,24923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9199999999999998e-30,2.9199999999999998e-30,2.9199999999999998e-30,1.0,1.0,1.0,2.0,2.0,2.0,0.000102365,0.000102365,0.000102365,0.0,0.0,0.0,0.0,0.0,0.0,2,0.000107793,1.0,0.0,1.81e-44,1.0,,0.000107782,1.0,0.0
LP Pharmaceuticals,China,Asia,Drug Delivery,1,24925,0.179398152,0.148394064,0.174363105,0.000900978,0.0,0.000511848,1.0,0.307692308,0.333333333,2.05e-06,2.28e-08,1.29e-06,10.5,7.25,10.07692308,13.0,4.0,12.0,0.000135039,4.14e-05,0.000125625,2326.292857,1906.03373,2265.422619,0.000910418,0.0,0.000451697,3,0.256908302,5.0,0.533333333,4.41e-05,51.33333333,,3.44e-05,3184.115476,1.85e-06
LinkedCare,China,Asia,Internet Software & Services,1,24927,0.251017425,0.191760788,0.2213891065,0.000190049,0.0,9.50245e-05,0.454545455,0.0,0.2272727275,0.001455427,9.97e-06,0.0007326985,122.0769231,5.333333333,63.7051282165,13.0,3.0,8.0,7.81e-05,3.37e-05,5.5900000000000004e-05,2945.409524,2192.838095,2569.1238095,0.000178971,0.0,8.94855e-05,2,0.258390312,3.0,1.0,3.78e-05,87.0,,2.42e-05,2822.704076,0.0
XBENTURY,China,Asia,Internet Software & Services,1,24928,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,
AtoCap,United Kingdom,Europe,Biotechnology,1,24929,0.259796084,0.197391835,0.2285939595,0.000672424,0.0,0.000336212,0.176190476,0.0,0.088095238,0.001893788,1.3e-05,0.000953394,85.26086957,8.666666667,46.9637681185,23.0,3.0,13.0,0.000154029,3.76e-05,9.58145e-05,2679.016667,1987.021032,2333.0188495,0.000639385,0.0,0.0003196925,2,0.267221722,6.0,1.0,5.35e-05,84.83333333,,2.92e-05,2595.318687,0.0
KoBioLabs,South Korea,Asia,Biotechnology,1,24930,0.162706641,0.162706641,0.162706641,7.32e-05,7.32e-05,7.32e-05,0.266666667,0.266666667,0.266666667,1.79e-07,1.79e-07,1.79e-07,7.916666667,7.916666667,7.916666667,12.0,12.0,12.0,0.000128435,0.000128435,0.000128435,1849.013492,1849.013492,1849.013492,6.01e-05,6.01e-05,6.01e-05,1,0.183394249,2.0,1.0,1.23e-08,11.5,,3.01e-05,1963.614261,0.0
Guxiaofan,China,Asia,Mobile Software & Services,1,24932,0.000307125,0.000307125,0.000307125,0.0,0.0,0.0,1.0,1.0,1.0,2.72e-24,2.72e-24,2.72e-24,4.0,4.0,4.0,5.0,5.0,5.0,0.000102365,0.000102365,0.000102365,3.0,3.0,3.0,0.0,0.0,0.0,4,0.000107793,1.0,0.0,1.81e-44,1.0,,0.000107782,1.0,0.0
kan zhong yi,China,Asia,Mobile Software & Services,1,24934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9199999999999998e-30,2.9199999999999998e-30,2.9199999999999998e-30,1.0,1.0,1.0,2.0,2.0,2.0,0.000102365,0.000102365,0.000102365,0.0,0.0,0.0,0.0,0.0,0.0,2,,,,,,,,,
Sonomotion,United States,North America,Medical Devices & Equipment,1,24939,0.242299438,0.242299438,0.242299438,0.003979272,0.003979272,0.003979272,0.088810642,0.088810642,0.088810642,0.000362195,0.000362195,0.000362195,16.58108108,16.58108108,16.58108108,74.0,74.0,74.0,0.000685976,0.000685976,0.000685976,2502.116667,2502.116667,2502.116667,0.004056364,0.004056364,0.004056364,1,0.329114716,133.0,1.0,0.005648153,210.8345865,,0.000130971,3313.077381,0.0
Mingyi Zhudao,China,Asia,Mobile Software & Services,1,24940,0.251647096,0.196720574,0.215448522,0.000500526,0.0,0.000316877,1.0,0.361111111,0.415584416,0.000875659,6.21e-06,2.9e-05,85.36363636,9.75,20.41666667,24.0,4.0,11.0,0.000168947,4.03e-05,8.28e-05,2590.640476,1981.05,2206.461905,0.00044187,0.0,0.000285775,3,0.281587993,8.0,0.487179487,0.00020867,63.0,,7.5e-05,2741.084163,0.000334129
